Ç°ºó×ºÃû³Æ	ÊÇ·ñÇ°×º	ÎåÐÐÊôÐÔÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷	½ü³ÌÎäÆ÷	°µÆ÷	¿ø¼×	½äÖ¸	ÏîÁ´	Ñ¥×Ó	Ñü´ø	Í·¿ø	»¤Íó	Ñü×¹	Âí
§é ChÝnh x¸c	1		9	166	450	840	-1	-1	0	0	T¨ng chÝnh x¸c	300000	300000	0	0	0	0	0	0	0	0	0
§é ChÝnh x¸c	1		10	166	500	900	-1	-1	0	0	T¨ng chÝnh x¸c	300000	300000	0	0	0	0	0	0	0	0	0
Tèc ®é ®¸nh ngo¹i c«ng	1		2	115	10	25	-1	-1	0	0	T¨ng tèc ®é c«ng kÝch	100000	100000	0	0	0	0	0	0	0	0	0
Tèc ®é ®¸nh ngo¹i c«ng	1		5	115	15	50	-1	-1	0	0	T¨ng tèc ®é c«ng kÝch	70000	70000	0	0	0	0	0	0	0	0	0
Tèc ®é ®¸nh ngo¹i c«ng	1		9	115	20	100	-1	-1	0	0	T¨ng tèc ®é c«ng kÝch	50000	50000	0	0	0	0	0	0	0	0	0
Bá qua phßng thñ ®èi ph­¬ng	1		10	58	1	1	-1	-1	0	0	Bá qua phßng thñ ®èi ph­¬ng	10000	10000	0	0	0	0	0	0	0	0	0
Kh«ng thÓ ph¸ hñy	1		10	43	1	1	-1	-1	0	0	Kh«ng thÓ ph¸ hñy	100	100	100	0	0	100	100	100	100	0	0
T¨ng phßng thñ ®èi ®a	1		1	150	30	30	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		2	150	40	40	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		3	150	50	50	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		4	150	60	60	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		5	150	70	70	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		6	150	85	85	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		7	150	110	110	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		8	150	150	150	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		9	150	200	200	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
T¨ng phßng thñ ®èi ®a	1		10	150	250	250	-1	-1	0	0	T¨ng phßng thñ ®èi ®a	0	0	0	0	0	0	0	0	0	0	0
Tèc ®é di chuyÓn	1		2	111	15	25	-1	-1	0	0	T¨ng tèc ®é ch¹y vµ ®i bé 	0	0	0	0	0	200000	0	0	0	0	0
Tèc ®é di chuyÓn	1		4	111	15	30	-1	-1	0	0	T¨ng tèc ®é ch¹y vµ ®i bé 	0	0	0	0	0	200000	0	0	0	0	0
Tèc ®é di chuyÓn	1		6	111	15	45	-1	-1	0	0	T¨ng tèc ®é ch¹y vµ ®i bé 	0	0	0	0	0	200000	0	0	0	0	0
Tèc ®é di chuyÓn	1		8	111	15	60	-1	-1	0	0	T¨ng tèc ®é ch¹y vµ ®i bé 	0	0	0	0	0	200000	0	0	0	0	0
Tèc ®é di chuyÓn	1		10	111	15	80	-1	-1	0	0	T¨ng tèc ®é ch¹y vµ ®i bé 	0	0	0	0	0	200000	0	0	0	0	0
Ph¶n ®ßn cËn chuyÕn	1		3	117	40	45	-1	-1	0	0	Ph¶n ®ßn VËt lý 	0	0	10000	0	0	0	0	0	0	0	0
Ph¶n ®ßn cËn chuyÕn	1		9	117	40	50	-1	-1	0	0	Ph¶n ®ßn VËt lý 	0	0	10000	0	0	0	0	0	0	0	0
Thêi gian phôc håi	1		3	113	20	30	-1	-1	0	0	Phôc håi tr¹ng th¸i c«ng kÝch	0	0	25000	0	0	0	0	0	0	0	0
Thêi gian phôc håi	1		6	113	20	50	-1	-1	0	0	Phôc håi tr¹ng th¸i c«ng kÝch	0	0	25000	0	0	0	0	0	0	0	0
Thêi gian phôc håi	1		9	113	20	80	-1	-1	0	0	Phôc håi tr¹ng th¸i c«ng kÝch	0	0	25000	0	0	0	0	0	0	0	0
T¨ng ph¹m vi s¸t th­¬ng	1		1	112	1	1	-1	-1	0	0	T¨ng ph¹m vi s¸t th­¬ng	0	0	0	0	0	0	0	0	0	0	0
T¨ng ph¹m vi s¸t th­¬ng	1		2	112	2	2	-1	-1	0	0	T¨ng ph¹m vi s¸t th­¬ng	0	0	0	0	0	0	0	0	0	0	0
T¨ng ph¹m vi s¸t th­¬ng	1		3	112	3	3	-1	-1	0	0	T¨ng ph¹m vi s¸t th­¬ng	0	0	0	0	0	0	0	0	0	0	0
T¨ng ph¹m vi s¸t th­¬ng	1		4	112	4	4	-1	-1	0	0	T¨ng ph¹m vi s¸t th­¬ng	0	0	0	0	0	0	0	0	0	0	0
T¨ng ph¹m vi s¸t th­¬ng	1		5	112	5	5	-1	-1	0	0	T¨ng ph¹m vi s¸t th­¬ng	0	0	0	0	0	0	0	0	0	0	0
T¨ng ph¹m vi s¸t th­¬ng	1		6	112	6	6	-1	-1	0	0	T¨ng ph¹m vi s¸t th­¬ng	0	0	0	0	0	0	0	0	0	0	0
Kü n¨ng vâ c«ng vèn cã	1		5	139	1	2	-1	-1	0	0	T¨ng kü n¨ng	1000000	900000	0	0	0	0	0	0	0	0	0
Kü n¨ng vâ c«ng vèn cã	1		10	139	2	3	-1	-1	0	0	T¨ng kü n¨ng	500000	100000	0	0	0	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		1	114	1	7	-1	-1	0	0	T¨ng ktc	0	0	0	0	5000	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		2	114	3	10	-1	-1	0	0	T¨ng ktc	0	0	0	0	5000	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		3	114	5	15	-1	-1	0	0	T¨ng ktc	0	0	0	0	5000	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		4	114	5	20	-1	-1	0	0	T¨ng ktc	0	0	0	0	5000	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		5	114	5	25	-1	-1	0	0	T¨ng ktc	0	0	0	0	5000	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		6	114	5	30	-1	-1	0	0	T¨ng ktc	0	0	0	0	5000	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		7	114	5	35	-1	-1	0	0	T¨ng ktc	0	0	0	0	1200	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		8	114	5	40	-1	-1	0	0	T¨ng ktc	0	0	0	0	1200	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		9	114	5	45	-1	-1	0	0	T¨ng ktc	0	0	0	0	1200	0	0	0	0	0	0
Kh¸ng tÊt c¶	1		10	114	5	50	-1	-1	0	0	T¨ng ktc	0	0	0	0	1000	0	0	0	0	0	0
hót Sinh lùc	1		2	136	1	3	-1	-1	0	0	hót Sinh lùc	1200	1200	0	0	0	0	0	0	0	0	0
hót Sinh lùc	1		5	136	1	6	-1	-1	0	0	hót Sinh lùc	1200	1200	0	0	0	0	0	0	0	0	0
hót Sinh lùc	1		7	136	2	9	-1	-1	0	0	hót Sinh lùc	1200	1200	0	0	0	0	0	0	0	0	0
hót Sinh lùc	1		10	136	3	12	-1	-1	0	0	hót Sinh lùc	1200	1200	0	0	0	0	0	0	0	0	0
hót Néi lùc	1		2	137	1	3	-1	-1	0	0	hót Néi lùc	800	800	0	0	0	0	0	0	0	0	0
hót Néi lùc	1		5	137	1	6	-1	-1	0	0	hót Néi lùc	700	700	0	0	0	0	0	0	0	0	0
hót Néi lùc	1		7	137	2	9	-1	-1	0	0	hót Néi lùc	600	600	0	0	0	0	0	0	0	0	0
hót Néi lùc	1		10	137	3	12	-1	-1	0	0	hót Néi lùc	600	600	0	0	0	0	0	0	0	0	0
T¨ng Sinh lùc 	1		1	85	200	200	-1	-1	0	0	T¨ng Sinh lùc 	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
T¨ng Sinh lùc 	1		2	85	250	280	-1	-1	0	0	T¨ng Sinh lùc 	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
T¨ng Sinh lùc 	1		3	85	300	360	-1	-1	0	0	T¨ng Sinh lùc 	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng Sinh lùc 	1		4	85	350	420	-1	-1	0	0	T¨ng Sinh lùc 	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng Sinh lùc 	1		5	85	400	500	-1	-1	0	0	T¨ng Sinh lùc 	150000	150000	150000	150000	150000	150000	150000	150000	150000	150000	0
T¨ng Sinh lùc 	1		6	85	450	580	-1	-1	0	0	T¨ng Sinh lùc 	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng Sinh lùc 	1		7	85	500	660	-1	-1	0	0	T¨ng Sinh lùc 	75000	75000	75000	75000	75000	75000	75000	75000	75000	75000	0
T¨ng Sinh lùc 	1		8	85	550	740	-1	-1	0	0	T¨ng Sinh lùc 	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	0
T¨ng Sinh lùc 	1		9	85	600	820	-1	-1	0	0	T¨ng Sinh lùc 	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	0
T¨ng Sinh lùc 	1		10	85	650	1000	-1	-1	0	0	T¨ng Sinh lùc 	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0
T¨ng Néi lùc 	1		1	89	200	200	-1	-1	0	0	T¨ng Néi lùc 	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
T¨ng Néi lùc 	1		2	89	250	280	-1	-1	0	0	T¨ng Néi lùc 	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng Néi lùc 	1		3	89	300	360	-1	-1	0	0	T¨ng Néi lùc 	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng Néi lùc 	1		4	89	350	420	-1	-1	0	0	T¨ng Néi lùc 	150000	150000	150000	150000	150000	150000	150000	150000	150000	150000	0
T¨ng Néi lùc 	1		5	89	400	500	-1	-1	0	0	T¨ng Néi lùc 	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng Néi lùc 	1		6	89	450	580	-1	-1	0	0	T¨ng Néi lùc 	75000	75000	75000	75000	75000	75000	75000	75000	75000	75000	0
T¨ng Néi lùc 	1		7	89	500	660	-1	-1	0	0	T¨ng Néi lùc 	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	0
T¨ng Néi lùc 	1		8	89	550	740	-1	-1	0	0	T¨ng Néi lùc 	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0
T¨ng Néi lùc 	1		9	89	600	820	-1	-1	0	0	T¨ng Néi lùc 	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	0
T¨ng Néi lùc 	1		10	89	650	1000	-1	-1	0	0	T¨ng Néi lùc 	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0
T¨ng thÓ lùc 	1		1	93	200	200	-1	-1	0	0	T¨ng thÓ lùc 	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
T¨ng thÓ lùc 	1		2	93	250	280	-1	-1	0	0	T¨ng thÓ lùc 	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
T¨ng thÓ lùc 	1		3	93	300	360	-1	-1	0	0	T¨ng thÓ lùc 	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng thÓ lùc 	1		4	93	350	420	-1	-1	0	0	T¨ng thÓ lùc 	150000	150000	150000	150000	150000	150000	150000	150000	150000	150000	0
T¨ng thÓ lùc 	1		5	93	400	500	-1	-1	0	0	T¨ng thÓ lùc 	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng thÓ lùc 	1		6	93	450	580	-1	-1	0	0	T¨ng thÓ lùc 	60000	60000	60000	60000	60000	60000	60000	60000	60000	60000	0
T¨ng thÓ lùc 	1		7	93	500	660	-1	-1	0	0	T¨ng thÓ lùc 	40000	40000	40000	40000	40000	40000	40000	40000	40000	40000	0
T¨ng thÓ lùc 	1		8	93	550	740	-1	-1	0	0	T¨ng thÓ lùc 	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	0
T¨ng thÓ lùc 	1		9	93	600	820	-1	-1	0	0	T¨ng thÓ lùc 	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0
T¨ng thÓ lùc 	1		10	93	650	1000	-1	-1	0	0	T¨ng thÓ lùc 	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	0
T¨ng tèc ®é håi phôc Sinh lùc	1		1	88	5	7	-1	-1	0	0	T¨ng tèc ®é håi phôc Sinh lùc	0	0	2000	0	0	2000	2000	2000	2000	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		3	88	7	9	-1	-1	0	0	T¨ng tèc ®é håi phôc Sinh lùc	0	0	1800	0	0	1800	1800	1800	1800	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		5	88	9	11	-1	-1	0	0	T¨ng tèc ®é håi phôc Sinh lùc	0	0	1500	0	0	1500	1500	1500	1500	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		6	88	11	13	-1	-1	0	0	T¨ng tèc ®é håi phôc Sinh lùc	0	0	1000	0	0	1000	1000	1000	1000	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		8	88	13	15	-1	-1	0	0	T¨ng tèc ®é håi phôc Sinh lùc	0	0	500	0	0	500	500	500	500	0	0
T¨ng tèc ®é håi phôc Sinh lùc	1		10	88	15	30	-1	-1	0	0	T¨ng tèc ®é håi phôc Sinh lùc	0	0	100	0	0	100	100	100	100	0	0
T¨ng tèc ®é håi phôc Néi lùc	1		2	92	6	8	-1	-1	0	0	T¨ng tèc ®é håi phôc Néi lùc	0	0	0	0	0	0	0	0	0	3500	0
T¨ng tèc ®é håi phôc Néi lùc	1		5	92	9	11	-1	-1	0	0	T¨ng tèc ®é håi phôc Néi lùc	0	0	0	0	0	0	0	0	0	3000	0
T¨ng tèc ®é håi phôc Néi lùc	1		7	92	12	14	-1	-1	0	0	T¨ng tèc ®é håi phôc Néi lùc	0	0	0	0	0	0	0	0	0	2500	0
T¨ng tèc ®é håi phôc Néi lùc	1		10	92	15	30	-1	-1	0	0	T¨ng tèc ®é håi phôc Néi lùc	0	0	0	0	0	0	0	0	0	2000	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		1	96	5	7	-1	-1	0	0	T¨ng tèc ®é håi phôc ThÓ lùc	0	0	0	30000	30000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		3	96	7	9	-1	-1	0	0	T¨ng tèc ®é håi phôc ThÓ lùc	0	0	0	30000	30000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		5	96	9	11	-1	-1	0	0	T¨ng tèc ®é håi phôc ThÓ lùc	0	0	0	30000	30000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		6	96	11	13	-1	-1	0	0	T¨ng tèc ®é håi phôc ThÓ lùc	0	0	0	30000	30000	0	0	0	0	0	0
T¨ng tèc ®é håi phôc ThÓ lùc	1		7	96	15	30	-1	-1	0	0	T¨ng tèc ®é håi phôc ThÓ lùc	0	0	0	30000	30000	0	0	0	0	0	0
t¨ng søc m¹nh	0	0	1	97	10	24	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	100000	100000	0	0	0	0	100000	0
t¨ng søc m¹nh	0	0	2	97	11	27	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	90000	90000	0	0	0	0	90000	0
t¨ng søc m¹nh	0	0	3	97	12	30	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	80000	80000	0	0	0	0	80000	0
t¨ng søc m¹nh	0	0	4	97	13	33	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	70000	70000	0	0	0	0	70000	0
t¨ng søc m¹nh	0	0	5	97	14	36	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	60000	60000	0	0	0	0	60000	0
t¨ng søc m¹nh	0	0	6	97	15	39	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	50000	50000	0	0	0	0	50000	0
t¨ng søc m¹nh	0	0	7	97	16	41	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	40000	40000	0	0	0	0	40000	0
t¨ng søc m¹nh	0	0	8	97	17	44	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	30000	30000	0	0	0	0	30000	0
t¨ng søc m¹nh	0	0	9	97	18	47	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	20000	20000	0	0	0	0	20000	0
t¨ng søc m¹nh	0	0	10	97	19	50	-1	-1	0	0	t¨ng søc m¹nh	0	0	0	10000	10000	0	0	0	0	10000	0
S¸t th­¬ng vËt lý ®iÓm	0	0	1	121	20	35	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	100000	100000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	2	121	22	40	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	90000	90000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	3	121	24	55	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	90000	90000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	4	121	26	70	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	80000	80000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	5	121	28	85	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	70000	70000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	6	121	30	100	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	60000	60000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	7	121	32	115	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	40000	40000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	8	121	34	130	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	30000	30000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	9	121	36	135	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	10000	10000	0	0	0	0	0	0	0	0	0
S¸t th­¬ng vËt lý ®iÓm	0	0	10	121	38	150	-1	-1	0	0	t¨ng s¸t th­¬ng VËt lý 	5000	5000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	1	125	20	35	-1	-1	0	0	T¨ng s¸t §éc s¸t	100000	100000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	2	125	22	40	-1	-1	0	0	T¨ng s¸t §éc s¸t	90000	90000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	3	125	24	55	-1	-1	0	0	T¨ng s¸t §éc s¸t	90000	90000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	4	125	26	70	-1	-1	0	0	T¨ng s¸t §éc s¸t	80000	80000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	5	125	28	85	-1	-1	0	0	T¨ng s¸t §éc s¸t	70000	70000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	6	125	30	100	-1	-1	0	0	T¨ng s¸t §éc s¸t	60000	60000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	7	125	32	115	-1	-1	0	0	T¨ng s¸t §éc s¸t	40000	40000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	8	125	34	130	-1	-1	0	0	T¨ng s¸t §éc s¸t	30000	30000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	9	125	36	135	-1	-1	0	0	T¨ng s¸t §éc s¸t	10000	10000	0	0	0	0	0	0	0	0	0
§éc s¸t ngo¹i c«ng	0	1	10	125	38	150	-1	-1	0	0	T¨ng s¸t §éc s¸t	5000	5000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	1	123	50	60	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	100000	100000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	2	123	50	70	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	90000	90000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	3	123	50	80	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	90000	90000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	4	123	50	90	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	80000	80000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	5	123	50	100	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	70000	70000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	6	123	50	120	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	60000	60000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	7	123	50	140	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	40000	40000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	8	123	50	160	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	30000	30000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	9	123	50	180	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	10000	10000	0	0	0	0	0	0	0	0	0
B¨ng s¸t ngo¹i c«ng	0	2	10	123	50	300	-1	-1	0	0	T¨ng s¸t B¨ng s¸t	5000	5000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	1	122	50	60	-1	-1	0	0	T¨ng Ho¶ s¸t	100000	100000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	2	122	50	70	-1	-1	0	0	T¨ng Ho¶ s¸t	90000	90000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	3	122	50	80	-1	-1	0	0	T¨ng Ho¶ s¸t	90000	90000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	4	122	50	90	-1	-1	0	0	T¨ng Ho¶ s¸t	80000	80000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	5	122	50	100	-1	-1	0	0	T¨ng Ho¶ s¸t	70000	70000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	6	122	50	120	-1	-1	0	0	T¨ng Ho¶ s¸t	60000	60000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	7	122	50	140	-1	-1	0	0	T¨ng Ho¶ s¸t	40000	40000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	8	122	50	160	-1	-1	0	0	T¨ng Ho¶ s¸t	30000	30000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	9	122	50	180	-1	-1	0	0	T¨ng Ho¶ s¸t	10000	10000	0	0	0	0	0	0	0	0	0
Háa s¸t ngo¹i c«ng	0	3	10	122	50	300	-1	-1	0	0	T¨ng Ho¶ s¸t	5000	5000	0	0	0	0	0	0	0	0	0
